日期,星期,时段,半小时区间,天气,是否工作日,是否考试周,是否校园活动日,是否周末补课日,是否特殊情况,进店人数,A窗口销量,B窗口销量,C窗口销量,D窗口销量,E窗口销量,平均等待时间_分钟,开启A窗口数,开启B窗口数,开启C窗口数,开启D窗口数,开启E窗口数,备注
2026-04-18,周六,午餐,12:00-12:30,晴,0,0,0,0,0,186,28,69,40,26,23,2.45,2,3,2,1,1,
2026-04-18,周六,午餐,12:30-13:00,晴,0,0,0,0,0,125,19,45,28,19,14,2.48,2,3,2,1,1,
2026-04-18,周六,晚餐,17:00-17:30,晴,0,0,0,0,0,147,27,41,33,18,28,2.27,2,3,2,1,2,
2026-04-18,周六,晚餐,17:30-18:00,晴,0,0,0,0,0,205,39,57,49,26,34,2.05,2,3,2,1,2,
2026-04-18,周六,晚餐,18:00-18:30,晴,0,0,0,0,0,188,33,55,43,22,35,1.65,2,3,2,1,2,
2026-04-18,周六,晚餐,18:30-19:00,晴,0,0,0,0,0,136,24,40,34,17,21,1.17,2,3,2,1,2,
2026-04-19,周日,早餐,06:30-07:00,多云,0,0,0,0,0,61,23,7,2,7,22,1.67,2,0,0,1,1,
2026-04-19,周日,早餐,07:00-07:30,多云,0,0,0,0,0,95,34,12,3,11,35,1.68,2,0,0,1,1,
2026-04-19,周日,早餐,07:30-08:00,多云,0,0,0,0,0,90,36,11,3,11,29,1.23,2,0,0,1,1,
2026-04-19,周日,早餐,08:00-08:30,多云,0,0,0,0,0,57,21,7,2,7,20,1.31,2,0,0,1,1,
2026-04-19,周日,午餐,11:00-11:30,多云,0,0,0,0,0,121,19,46,26,16,14,2.49,2,3,2,1,1,
2026-04-19,周日,午餐,11:30-12:00,多云,0,0,0,0,0,202,31,81,42,27,21,2.65,2,3,2,1,1,
2026-04-19,周日,午餐,12:00-12:30,多云,0,0,0,0,0,193,30,69,43,28,23,2.25,2,3,2,1,1,
2026-04-19,周日,午餐,12:30-13:00,多云,0,0,0,0,0,132,22,48,28,18,16,2.97,2,3,2,1,1,
2026-04-19,周日,晚餐,17:00-17:30,多云,0,0,0,0,0,169,30,49,38,20,32,1.27,2,3,2,1,2,
2026-04-19,周日,晚餐,17:30-18:00,多云,0,0,0,0,0,226,43,63,54,27,39,1.93,2,3,2,1,2,
2026-04-19,周日,晚餐,18:00-18:30,多云,0,0,0,0,0,208,38,62,48,24,36,1.71,2,3,2,1,2,
2026-04-19,周日,晚餐,18:30-19:00,多云,0,0,0,0,0,144,25,40,35,17,27,2.03,2,3,2,1,2,
